probe_id,gsym,biotype
ASHG19A3A013854,FO538757.2,unprocessed_pseudogene
ASHG19A3A054091,FO538757.2,unprocessed_pseudogene
ASHG19A3A032366,AP006222.1,processed_transcript
ASHG19A3A042336,AP006222.1,processed_transcript
ASHG19A3A019402,AP006222.1,processed_transcript
ASHG19A3A007080,AP006222.1,processed_transcript
ASHG19A3A020633,AP006222.1,processed_transcript
ASHG19A3A010099,AP006222.1,processed_transcript
ASHG19A3A013938,AP006222.1,processed_transcript
ASHG19A3A045927,AP006222.1,processed_transcript
ASHG19A3A032365,AP006222.1,processed_transcript
ASHG19A3A032366,AP006222.1,transcribed_processed_pseudogene
ASHG19A3A042193,AP006222.1,processed_transcript
ASHG19A3A029299,AP006222.1,processed_transcript
ASHG19A3A054958,AP006222.1,processed_transcript
ASHG19A3A015236,AP006222.1,processed_transcript
ASHG19A3A035440,AP006222.1,processed_transcript
ASHG19A3A043620,AP006222.1,processed_transcript
ASHG19A3A045233,AL732372.1,lincRNA
ASHG19A3A013929,AL732372.2,processed_transcript
ASHG19A3A046308,AL732372.2,processed_transcript
ASHG19A3A013903,AL732372.2,processed_transcript
ASHG19A3A042193,AL732372.2,processed_transcript
ASHG19A3A024689,AL732372.2,processed_transcript
ASHG19A3A041982,AL732372.2,processed_transcript
ASHG19A3A044703,AL732372.2,processed_transcript
ASHG19A3A023806,AL732372.2,processed_transcript
ASHG19A3A013903,AL732372.2,transcribed_unprocessed_pseudogene
ASHG19A3A023806,AL732372.2,transcribed_unprocessed_pseudogene
ASHG19A3A025969,AL732372.2,processed_transcript
ASHG19A3A012074,AL732372.2,processed_transcript
ASHG19A3A011562,AL732372.2,processed_transcript
ASHG19A3A029297,AL732372.2,processed_transcript
ASHG19A3A044704,AL732372.2,processed_transcript
ASHG19A3A035619,AL732372.2,processed_transcript
ASHG19A3A045024,WBP1LP7,processed_pseudogene
ASHG19A3A013910,OR4F29,protein_coding
ASHG19A3A022183,CICP7,processed_pseudogene
ASHG19A3A027828,CICP7,processed_pseudogene
ASHG19A3A029133,AL732372.3,unprocessed_pseudogene
ASHG19A3A046308,AL669831.3,processed_transcript
ASHG19A3A032365,AL669831.3,processed_transcript
ASHG19A3A010099,AL669831.3,processed_transcript
ASHG19A3A013938,AL669831.3,processed_transcript
ASHG19A3A045927,AL669831.3,processed_transcript
ASHG19A3A013903,AL669831.3,processed_transcript
ASHG19A3A042193,AL669831.3,processed_transcript
ASHG19A3A024689,AL669831.3,processed_transcript
ASHG19A3A029299,AL669831.3,processed_transcript
ASHG19A3A054958,AL669831.3,processed_transcript
ASHG19A3A055210,AL669831.3,processed_transcript
ASHG19A3A055230,AL669831.3,processed_transcript
ASHG19A3A013919,AL669831.3,processed_transcript
ASHG19A3A013903,AL669831.3,transcribed_processed_pseudogene
ASHG19A3A039514,MTND1P23,unprocessed_pseudogene
ASHG19A3A039513,MTND2P28,unprocessed_pseudogene
ASHG19A3A013948,MTCO1P12,unprocessed_pseudogene
ASHG19A3A045024,WBP1LP6,processed_pseudogene
ASHG19A3A027829,WBP1LP6,processed_pseudogene
ASHG19A3A013910,OR4F16,protein_coding
ASHG19A3A043829,AL669831.1,processed_transcript
ASHG19A3A044705,AL669831.1,processed_transcript
ASHG19A3A049788,AL669831.1,processed_transcript
ASHG19A3A011567,AL669831.1,processed_transcript
ASHG19A3A024661,AL669831.1,processed_transcript
ASHG19A3A048738,AL669831.1,processed_transcript
ASHG19A3A037533,AL669831.1,processed_transcript
ASHG19A3A025969,AL669831.1,processed_transcript
ASHG19A3A012074,AL669831.1,processed_transcript
ASHG19A3A011562,AL669831.1,processed_transcript
ASHG19A3A055276,AL669831.1,processed_transcript
ASHG19A3A007644,AL669831.1,processed_transcript
ASHG19A3A046831,AL669831.1,processed_transcript
ASHG19A3A035032,AL669831.1,processed_transcript
ASHG19A3A010784,AL669831.1,processed_transcript
ASHG19A3A011567,AL669831.1,transcribed_unprocessed_pseudogene
ASHG19A3A024661,AL669831.1,transcribed_unprocessed_pseudogene
ASHG19A3A048738,AL669831.1,transcribed_unprocessed_pseudogene
ASHG19A3A013874,AL669831.2,antisense
ASHG19A3A013956,AL669831.2,antisense
ASHG19A3A013960,AL669831.5,lincRNA
ASHG19A3A050652,AL669831.4,processed_transcript
ASHG19A3A050652,AL669831.4,transcribed_unprocessed_pseudogene
ASHG19A3A013962,FAM87B,lincRNA
ASHG19A3A013973,LINC01128,lincRNA
ASHG19A3A013965,LINC01128,lincRNA
ASHG19A3A036284,LINC01128,lincRNA
ASHG19A3A013990,LINC01128,lincRNA
ASHG19A3A036285,LINC00115,lincRNA
ASHG19A3A051222,LINC00115,lincRNA
ASHG19A3A051921,FAM41C,lincRNA
ASHG19A3A051564,FAM41C,lincRNA
ASHG19A3A013996,FAM41C,lincRNA
ASHG19A3A013996,TUBB8P11,unprocessed_pseudogene
ASHG19A3A051921,AL669831.6,transcribed_unprocessed_pseudogene
ASHG19A3A014010,AL645608.2,lincRNA
ASHG19A3A000076,AL645608.4,lincRNA
ASHG19A3A052048,LINC02593,retained_intron
ASHG19A3A052048,LINC02593,lincRNA
ASHG19A3A014044,SAMD11,protein_coding
ASHG19A3A014044,NOC2L,retained_intron
ASHG19A3A008670,NOC2L,protein_coding
ASHG19A3A014044,NOC2L,protein_coding
ASHG19A3A008670,NOC2L,processed_transcript
ASHG19A3A008670,NOC2L,retained_intron
ASHG19A3A014052,KLHL17,protein_coding
ASHG19A3A014052,KLHL17,retained_intron
ASHG19A3A014079,PLEKHN1,protein_coding
ASHG19A3A003053,PLEKHN1,protein_coding
ASHG19A3A009245,PERM1,protein_coding
ASHG19A3A010276,HES4,protein_coding
ASHG19A3A005197,HES4,protein_coding
ASHG19A3A010276,HES4,retained_intron
ASHG19A3A014085,ISG15,protein_coding
ASHG19A3A010952,AL645608.1,antisense
ASHG19A3A014154,AGRN,protein_coding
ASHG19A3A014154,AGRN,retained_intron
ASHG19A3A014154,AL645608.5,sense_intronic
ASHG19A3A014156,AL390719.1,processed_transcript
ASHG19A3A011086,AL390719.1,transcribed_unprocessed_pseudogene
ASHG19A3A014181,AL390719.1,transcribed_unprocessed_pseudogene
ASHG19A3A011232,C1orf159,protein_coding
ASHG19A3A011232,C1orf159,retained_intron
ASHG19A3A011232,C1orf159,nonsense_mediated_decay
ASHG19A3A014194,LINC01342,lincRNA
ASHG19A3A012958,TTLL10-AS1,antisense
ASHG19A3A014224,TTLL10,protein_coding
ASHG19A3A014219,TTLL10,protein_coding
ASHG19A3A014224,TTLL10,nonsense_mediated_decay
ASHG19A3A006085,TNFRSF18,protein_coding
ASHG19A3A004248,TNFRSF18,protein_coding
ASHG19A3A006086,TNFRSF18,protein_coding
ASHG19A3A014445,TNFRSF4,protein_coding
ASHG19A3A014445,TNFRSF4,retained_intron
ASHG19A3A004875,SDF4,protein_coding
ASHG19A3A015892,SDF4,nonsense_mediated_decay
ASHG19A3A015892,SDF4,protein_coding
ASHG19A3A004875,SDF4,retained_intron
ASHG19A3A014230,B3GALT6,protein_coding
ASHG19A3A017228,C1QTNF12,retained_intron
ASHG19A3A017228,C1QTNF12,protein_coding
ASHG19A3A018892,AL162741.1,lincRNA
ASHG19A3A014233,UBE2J2,nonsense_mediated_decay
ASHG19A3A020528,UBE2J2,protein_coding
ASHG19A3A014233,UBE2J2,protein_coding
ASHG19A3A005705,UBE2J2,protein_coding
ASHG19A3A006723,UBE2J2,protein_coding
ASHG19A3A005705,UBE2J2,nonsense_mediated_decay
ASHG19A3A006704,UBE2J2,protein_coding
ASHG19A3A020528,UBE2J2,nonsense_mediated_decay
ASHG19A3A005705,UBE2J2,retained_intron
ASHG19A3A014238,LINC01786,lincRNA
ASHG19A3A004092,SCNN1D,nonsense_mediated_decay
ASHG19A3A004092,SCNN1D,protein_coding
ASHG19A3A014247,SCNN1D,protein_coding
ASHG19A3A021080,ACAP3,protein_coding
ASHG19A3A021080,ACAP3,retained_intron
ASHG19A3A014293,PUSL1,protein_coding
ASHG19A3A014293,PUSL1,retained_intron
ASHG19A3A027639,INTS11,retained_intron
ASHG19A3A014293,INTS11,retained_intron
ASHG19A3A027639,INTS11,protein_coding
ASHG19A3A014293,INTS11,protein_coding
ASHG19A3A027639,INTS11,processed_transcript
ASHG19A3A014293,INTS11,processed_transcript
ASHG19A3A027639,INTS11,nonsense_mediated_decay
ASHG19A3A014297,CPTP,protein_coding
ASHG19A3A014300,TAS1R3,protein_coding
ASHG19A3A029643,DVL1,protein_coding
ASHG19A3A033255,MXRA8,retained_intron
ASHG19A3A033255,MXRA8,protein_coding
ASHG19A3A035620,AURKAIP1,protein_coding
ASHG19A3A036169,AURKAIP1,protein_coding
ASHG19A3A001990,AURKAIP1,protein_coding
ASHG19A3A035620,AURKAIP1,processed_transcript
ASHG19A3A014311,NDUFB4P8,processed_pseudogene
ASHG19A3A036333,CCNL2,retained_intron
ASHG19A3A036333,CCNL2,nonsense_mediated_decay
ASHG19A3A036333,CCNL2,protein_coding
ASHG19A3A037534,CCNL2,retained_intron
ASHG19A3A037534,CCNL2,protein_coding
ASHG19A3A038817,AL391244.1,antisense
ASHG19A3A014329,AL391244.1,antisense
ASHG19A3A038817,AL391244.1,retained_intron
ASHG19A3A014329,AL391244.1,retained_intron
ASHG19A3A014329,MRPL20,protein_coding
ASHG19A3A014329,MRPL20,processed_transcript
ASHG19A3A014329,MRPL20,retained_intron
ASHG19A3A007431,ANKRD65,protein_coding
ASHG19A3A014335,ANKRD65,protein_coding
ASHG19A3A039829,ANKRD65,protein_coding
ASHG19A3A014335,AL391244.2,antisense
ASHG19A3A014338,TMEM88B,protein_coding
ASHG19A3A041633,LINC01770,lincRNA
ASHG19A3A014342,VWA1,protein_coding
ASHG19A3A006843,VWA1,protein_coding
ASHG19A3A014353,ATAD3C,protein_coding
ASHG19A3A014409,ATAD3C,protein_coding
ASHG19A3A014409,ATAD3B,protein_coding
ASHG19A3A014433,ATAD3B,retained_intron
ASHG19A3A014409,ATAD3B,retained_intron
ASHG19A3A014409,ATAD3B,processed_transcript
ASHG19A3A014446,ATAD3A,protein_coding
ASHG19A3A014433,ATAD3A,protein_coding
ASHG19A3A014432,ATAD3A,protein_coding
ASHG19A3A014433,ATAD3A,retained_intron
ASHG19A3A042135,TMEM240,protein_coding
ASHG19A3A042251,SSU72,protein_coding
ASHG19A3A042251,SSU72,retained_intron
ASHG19A3A014465,AL645728.1,retained_intron
ASHG19A3A003515,MIB2,protein_coding
ASHG19A3A003516,MIB2,protein_coding
ASHG19A3A003517,MIB2,protein_coding
ASHG19A3A003516,MIB2,retained_intron
ASHG19A3A007727,MIB2,nonsense_mediated_decay
ASHG19A3A003516,MIB2,nonsense_mediated_decay
ASHG19A3A014485,MIB2,nonsense_mediated_decay
ASHG19A3A014485,MIB2,protein_coding
ASHG19A3A014485,MIB2,retained_intron
ASHG19A3A014485,MIB2,processed_transcript
ASHG19A3A007727,MIB2,processed_transcript
ASHG19A3A014525,MMP23B,protein_coding
ASHG19A3A014538,MMP23B,protein_coding
ASHG19A3A014525,MMP23B,nonsense_mediated_decay
ASHG19A3A014538,MMP23B,nonsense_mediated_decay
ASHG19A3A007110,MMP23B,protein_coding
ASHG19A3A014538,MMP23B,retained_intron
ASHG19A3A005643,CDK11B,protein_coding
ASHG19A3A043181,CDK11B,protein_coding
ASHG19A3A005643,CDK11B,nonsense_mediated_decay
ASHG19A3A005644,CDK11B,nonsense_mediated_decay
ASHG19A3A043181,CDK11B,nonsense_mediated_decay
ASHG19A3A005645,CDK11B,protein_coding
ASHG19A3A005645,CDK11B,processed_transcript
ASHG19A3A043181,CDK11B,processed_transcript
ASHG19A3A042780,SLC35E2B,protein_coding
ASHG19A3A042780,SLC35E2B,retained_intron
ASHG19A3A014525,MMP23A,unprocessed_pseudogene
ASHG19A3A014538,MMP23A,unprocessed_pseudogene
ASHG19A3A043181,CDK11A,protein_coding
ASHG19A3A005651,CDK11A,retained_intron
ASHG19A3A005646,CDK11A,retained_intron
ASHG19A3A043181,CDK11A,retained_intron
ASHG19A3A005645,CDK11A,protein_coding
ASHG19A3A005643,CDK11A,nonsense_mediated_decay
ASHG19A3A043181,CDK11A,nonsense_mediated_decay
ASHG19A3A005643,CDK11A,protein_coding
ASHG19A3A005651,CDK11A,protein_coding
ASHG19A3A005646,CDK11A,protein_coding
ASHG19A3A042780,AL031282.2,processed_transcript
ASHG19A3A005651,AL031282.2,processed_transcript
ASHG19A3A043181,AL031282.2,processed_transcript
ASHG19A3A014542,AL031282.1,processed_transcript
ASHG19A3A014544,AL031282.1,processed_transcript
ASHG19A3A042780,SLC35E2A,processed_transcript
ASHG19A3A042780,SLC35E2A,protein_coding
ASHG19A3A043383,SLC35E2A,protein_coding
ASHG19A3A014542,SLC35E2A,protein_coding
ASHG19A3A043360,SLC35E2A,protein_coding
ASHG19A3A043383,SLC35E2A,processed_transcript
ASHG19A3A042780,SLC35E2A,transcribed_unprocessed_pseudogene
ASHG19A3A043520,NADK,protein_coding
ASHG19A3A043915,GNB1,protein_coding
ASHG19A3A043915,GNB1,retained_intron
ASHG19A3A014557,AL109917.1,antisense
ASHG19A3A014561,CALML6,protein_coding
ASHG19A3A014561,CALML6,retained_intron
ASHG19A3A044062,TMEM52,protein_coding
ASHG19A3A044427,CFAP74,protein_coding
ASHG19A3A044427,CFAP74,retained_intron
ASHG19A3A044506,AL391845.2,antisense
ASHG19A3A014574,GABRD,protein_coding
ASHG19A3A014574,GABRD,retained_intron
ASHG19A3A044535,AL391845.1,antisense
ASHG19A3A014577,PRKCZ,protein_coding
ASHG19A3A014577,PRKCZ,retained_intron
ASHG19A3A014577,PRKCZ,processed_transcript
ASHG19A3A014580,PRKCZ,protein_coding
ASHG19A3A014581,PRKCZ,protein_coding
ASHG19A3A044626,AL590822.2,antisense
ASHG19A3A044641,PRKCZ-AS1,antisense
ASHG19A3A044679,FAAP20,protein_coding
ASHG19A3A044776,FAAP20,nonsense_mediated_decay
ASHG19A3A044776,FAAP20,protein_coding
ASHG19A3A044776,FAAP20,retained_intron
ASHG19A3A044776,FAAP20,processed_transcript
ASHG19A3A044977,AL590822.1,lincRNA
ASHG19A3A045109,MORN1,protein_coding
ASHG19A3A045109,MORN1,processed_transcript
ASHG19A3A014606,MORN1,retained_intron
ASHG19A3A045065,AL513477.1,processed_transcript
ASHG19A3A014616,RER1,protein_coding
ASHG19A3A006256,PEX10,protein_coding
ASHG19A3A014616,PEX10,protein_coding
ASHG19A3A004052,PEX10,protein_coding
ASHG19A3A014654,PLCH2,protein_coding
ASHG19A3A014654,PLCH2,retained_intron
ASHG19A3A045383,AL139246.1,antisense
ASHG19A3A045436,AL139246.4,antisense
ASHG19A3A045729,PANK4,protein_coding
ASHG19A3A045729,PANK4,nonsense_mediated_decay
ASHG19A3A045809,HES5,protein_coding
ASHG19A3A045898,TNFRSF14-AS1,antisense
ASHG19A3A045942,TNFRSF14-AS1,antisense
ASHG19A3A000116,TNFRSF14-AS1,antisense
ASHG19A3A014694,TNFRSF14,protein_coding
ASHG19A3A014694,TNFRSF14,retained_intron
ASHG19A3A045942,AL139246.2,TEC
ASHG19A3A014696,AL139246.2,TEC
ASHG19A3A014697,AL139246.3,lincRNA
ASHG19A3A014698,PRXL2B,protein_coding
ASHG19A3A014698,PRXL2B,processed_transcript
ASHG19A3A014698,PRXL2B,retained_intron
ASHG19A3A014698,MMEL1,protein_coding
ASHG19A3A046260,MMEL1,protein_coding
ASHG19A3A046260,MMEL1,nonsense_mediated_decay
ASHG19A3A014699,AL831784.1,antisense
ASHG19A3A014699,TTC34,protein_coding
ASHG19A3A046495,TTC34,protein_coding
ASHG19A3A046519,AL592464.2,lincRNA
ASHG19A3A046549,AL592464.1,lincRNA
ASHG19A3A014700,ACTRT2,protein_coding
ASHG19A3A055058,LINC00982,antisense
ASHG19A3A046755,LINC00982,antisense
ASHG19A3A046680,LINC00982,antisense
ASHG19A3A046691,LINC00982,antisense
ASHG19A3A014701,PRDM16,protein_coding
ASHG19A3A014701,PRDM16,processed_transcript
ASHG19A3A046814,AL008733.1,antisense
ASHG19A3A046832,AL590438.1,lincRNA
ASHG19A3A014746,ARHGEF16,protein_coding
ASHG19A3A014746,ARHGEF16,retained_intron
ASHG19A3A047452,AL513320.1,antisense
ASHG19A3A014756,TPRG1L,protein_coding
ASHG19A3A047611,WRAP73,protein_coding
ASHG19A3A047611,WRAP73,retained_intron
ASHG19A3A014760,TP73,protein_coding
ASHG19A3A014782,TP73,protein_coding
ASHG19A3A001970,TP73,protein_coding
ASHG19A3A001971,TP73,protein_coding
ASHG19A3A001971,TP73,retained_intron
ASHG19A3A014782,TP73,retained_intron
ASHG19A3A047671,AL136528.1,antisense
ASHG19A3A047706,AL136528.2,antisense
ASHG19A3A047783,TP73-AS1,processed_transcript
ASHG19A3A014798,CCDC27,protein_coding
ASHG19A3A014798,CCDC27,nonsense_mediated_decay
ASHG19A3A014802,SMIM1,protein_coding
ASHG19A3A047822,LRRC47,protein_coding
ASHG19A3A047822,LRRC47,retained_intron
ASHG19A3A047822,LRRC47,nonsense_mediated_decay
ASHG19A3A047964,CEP104,protein_coding
ASHG19A3A004277,DFFB,protein_coding
ASHG19A3A004277,DFFB,nonsense_mediated_decay
ASHG19A3A048241,C1orf174,processed_transcript
ASHG19A3A048241,C1orf174,protein_coding
ASHG19A3A048241,C1orf174,retained_intron
ASHG19A3A014816,LINC01134,lincRNA
ASHG19A3A014811,LINC01134,lincRNA
ASHG19A3A000366,LINC01346,lincRNA
ASHG19A3A014841,LINC01346,lincRNA
ASHG19A3A048313,LINC01345,lincRNA
ASHG19A3A048347,EEF1DP6,processed_pseudogene
ASHG19A3A014847,LINC01777,lincRNA
ASHG19A3A014854,Z98747.1,lincRNA
ASHG19A3A014866,LINC01646,lincRNA
ASHG19A3A014871,AJAP1,protein_coding
ASHG19A3A014872,AJAP1,protein_coding
ASHG19A3A014878,AJAP1,protein_coding
ASHG19A3A048372,AL691497.1,lincRNA
ASHG19A3A014885,Z98259.1,lincRNA
ASHG19A3A055059,AL365255.1,lincRNA
ASHG19A3A048480,AL365255.1,lincRNA
ASHG19A3A048631,NPHP4,retained_intron
ASHG19A3A048631,NPHP4,processed_transcript
ASHG19A3A048631,NPHP4,nonsense_mediated_decay
ASHG19A3A048631,NPHP4,protein_coding
ASHG19A3A004168,KCNAB2,protein_coding
ASHG19A3A006309,KCNAB2,protein_coding
ASHG19A3A004168,KCNAB2,retained_intron
ASHG19A3A006309,KCNAB2,retained_intron
ASHG19A3A049456,CHD5,protein_coding
ASHG19A3A049456,CHD5,nonsense_mediated_decay
ASHG19A3A049833,RPL22,protein_coding
ASHG19A3A049918,AL031847.1,antisense
ASHG19A3A014958,RNF207,protein_coding
ASHG19A3A050009,ICMT,protein_coding
ASHG19A3A050009,ICMT,nonsense_mediated_decay
ASHG19A3A014963,LINC00337,lincRNA
ASHG19A3A014960,LINC00337,lincRNA
ASHG19A3A014970,HES3,protein_coding
ASHG19A3A050074,GPR153,protein_coding
ASHG19A3A050505,ACOT7,protein_coding
ASHG19A3A050446,ACOT7,protein_coding
ASHG19A3A050468,ACOT7,protein_coding
ASHG19A3A050489,ACOT7,protein_coding
ASHG19A3A050505,ACOT7,nonsense_mediated_decay
ASHG19A3A050520,HES2,protein_coding
ASHG19A3A015000,ESPN,protein_coding
ASHG19A3A015000,ESPN,processed_transcript
ASHG19A3A050626,AL031848.1,antisense
ASHG19A3A006107,TNFRSF25,protein_coding
ASHG19A3A050710,TNFRSF25,retained_intron
ASHG19A3A006104,TNFRSF25,protein_coding
ASHG19A3A006105,TNFRSF25,protein_coding
ASHG19A3A006108,TNFRSF25,protein_coding
ASHG19A3A006106,TNFRSF25,protein_coding
ASHG19A3A006106,TNFRSF25,nonsense_mediated_decay
ASHG19A3A006106,TNFRSF25,retained_intron
ASHG19A3A051252,PLEKHG5,protein_coding
ASHG19A3A051275,PLEKHG5,protein_coding
ASHG19A3A051344,PLEKHG5,protein_coding
ASHG19A3A051298,PLEKHG5,protein_coding
ASHG19A3A001449,PLEKHG5,protein_coding
ASHG19A3A051382,NOL9,protein_coding
ASHG19A3A015002,AL591866.1,processed_pseudogene
ASHG19A3A005882,TAS1R1,protein_coding
ASHG19A3A006460,TAS1R1,protein_coding
ASHG19A3A006459,TAS1R1,protein_coding
ASHG19A3A006461,TAS1R1,protein_coding
ASHG19A3A015017,ZBTB48,protein_coding
ASHG19A3A015017,ZBTB48,retained_intron
ASHG19A3A051546,KLHL21,protein_coding
ASHG19A3A015023,KLHL21,protein_coding
ASHG19A3A015029,PHF13,protein_coding
ASHG19A3A015042,THAP3,protein_coding
ASHG19A3A015042,DNAJC11,processed_transcript
ASHG19A3A051805,DNAJC11,protein_coding
ASHG19A3A015042,DNAJC11,protein_coding
ASHG19A3A051805,DNAJC11,processed_transcript
ASHG19A3A015046,LINC01672,lincRNA
ASHG19A3A051901,CAMTA1-DT,antisense
ASHG19A3A015073,CAMTA1,protein_coding
ASHG19A3A051935,AL590128.1,processed_pseudogene
ASHG19A3A051948,AL512330.1,antisense
ASHG19A3A052031,AL365194.1,antisense
ASHG19A3A052061,AL359881.3,lincRNA
ASHG19A3A015087,VAMP3,protein_coding
ASHG19A3A052070,VAMP3,protein_coding
ASHG19A3A015094,PER3,protein_coding
ASHG19A3A015094,PER3,retained_intron
ASHG19A3A052100,Z98884.1,antisense
ASHG19A3A052199,UTS2,protein_coding
ASHG19A3A052182,UTS2,protein_coding
ASHG19A3A052281,TNFRSF9,protein_coding
ASHG19A3A052281,TNFRSF9,nonsense_mediated_decay
ASHG19A3A001954,PARK7,retained_intron
ASHG19A3A004600,PARK7,protein_coding
ASHG19A3A001954,PARK7,protein_coding
ASHG19A3A004600,PARK7,retained_intron
ASHG19A3A052429,ERRFI1,protein_coding
ASHG19A3A052429,ERRFI1,nonsense_mediated_decay
ASHG19A3A015156,AL034417.2,lincRNA
ASHG19A3A052501,AL034417.1,processed_pseudogene
ASHG19A3A015162,AL358876.1,processed_pseudogene
ASHG19A3A015164,LINC01714,lincRNA
ASHG19A3A052539,AL358876.2,lincRNA
ASHG19A3A015184,SLC45A1,protein_coding
ASHG19A3A015184,SLC45A1,retained_intron
ASHG19A3A053018,RERE,protein_coding
ASHG19A3A052811,RERE,protein_coding
ASHG19A3A001452,RERE,protein_coding
ASHG19A3A052811,RERE,processed_transcript
ASHG19A3A015195,AL096855.1,antisense
ASHG19A3A015196,RPL7P11,processed_pseudogene
ASHG19A3A015197,AL357552.1,unprocessed_pseudogene
ASHG19A3A015202,AL357552.2,lincRNA
ASHG19A3A015206,RPL23AP19,processed_pseudogene
ASHG19A3A015210,ENO1,protein_coding
ASHG19A3A053054,ENO1,protein_coding
ASHG19A3L0002481,ENO1,protein_coding
ASHG19A3A015218,ENO1,protein_coding
ASHG19A3A015210,ENO1,retained_intron
ASHG19A3A053054,ENO1,retained_intron
ASHG19A3L0002481,ENO1,retained_intron
ASHG19A3A015210,ENO1,nonsense_mediated_decay
ASHG19A3A053054,ENO1,nonsense_mediated_decay
ASHG19A3L0002481,ENO1,nonsense_mediated_decay
ASHG19A3A015218,ENO1,retained_intron
ASHG19A3A015218,ENO1-AS1,antisense
ASHG19A3A015223,HMGN2P17,processed_pseudogene
ASHG19A3A053250,AL139415.1,processed_pseudogene
ASHG19A3A015227,AL139415.2,processed_pseudogene
ASHG19A3A015241,CA6,protein_coding
ASHG19A3A015241,CA6,processed_transcript
ASHG19A3A053412,SLC2A7,protein_coding
ASHG19A3A053650,SLC2A5,protein_coding
ASHG19A3A053618,SLC2A5,protein_coding
ASHG19A3A053553,SLC2A5,protein_coding
ASHG19A3A053838,GPR157,protein_coding
ASHG19A3A053721,GPR157,protein_coding
ASHG19A3A053838,GPR157,retained_intron
ASHG19A3A053898,MIR34AHG,lincRNA
ASHG19A3A053898,LNCTAM34A,lincRNA
ASHG19A3A015253,LNCTAM34A,lincRNA
ASHG19A3A015266,H6PD,protein_coding
ASHG19A3A015272,SPSB1,protein_coding
ASHG19A3A053911,AL928921.1,lincRNA
ASHG19A3A015291,SLC25A33,protein_coding
ASHG19A3A015302,TMEM201,protein_coding
ASHG19A3A015317,TMEM201,protein_coding
ASHG19A3A015344,PIK3CD,protein_coding
ASHG19A3A053940,PIK3CD-AS1,antisense
ASHG19A3A054017,AL691449.1,processed_pseudogene
ASHG19A3A055060,PIK3CD-AS2,antisense
ASHG19A3A054310,CLSTN1,protein_coding
ASHG19A3A054310,CLSTN1,nonsense_mediated_decay
ASHG19A3A054310,CLSTN1,processed_transcript
ASHG19A3A005135,CTNNBIP1,protein_coding
ASHG19A3A015372,CTNNBIP1,protein_coding
ASHG19A3A000947,CTNNBIP1,protein_coding
ASHG19A3A015372,AL357140.1,antisense
ASHG19A3A054531,LZIC,protein_coding
ASHG19A3A015395,NMNAT1,protein_coding
ASHG19A3A015395,NMNAT1,nonsense_mediated_decay
ASHG19A3A015402,RBP7,nonsense_mediated_decay
ASHG19A3A015402,RBP7,protein_coding
ASHG19A3A004459,UBE4B,protein_coding
ASHG19A3A015420,UBE4B,protein_coding
ASHG19A3A054607,AL590639.1,processed_pseudogene
ASHG19A3A015466,KIF1B,protein_coding
ASHG19A3A015488,KIF1B,protein_coding
ASHG19A3A000504,AL139424.3,lincRNA
ASHG19A3A015513,PGD,protein_coding
ASHG19A3A015513,PGD,retained_intron
ASHG19A3A015525,AL139424.1,antisense
ASHG19A3A015525,CENPS-CORT,protein_coding
